trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
725,False,"{'a': 0.45, 'e': 0.026782676492638175}",20,16,6.609965556094313,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.45, 'e': 0.026649097336355485}",20,6,29.818827818078738,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.45, 'e': 0.02651618440889418}",20,7,21.029562790418318,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.45, 'e': 0.02638393438742414}",20,16,5.255251440639675,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.45, 'e': 0.02625234396568796}",35,25,19.685537520266028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.45, 'e': 0.026121409853918233}",20,9,20.92708308462402,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.45, 'e': 0.025991128778755347}",20,16,8.17846659660148,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.45, 'e': 0.025861497483165623}",25,18,11.691566355389906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.45, 'e': 0.02573251272635994}",25,20,10.649573900156579,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.45, 'e': 0.025604171283712656}",20,12,17.614400585894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.45, 'e': 0.025476469946681016}",25,14,7.617280481811086,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
736,False,"{'a': 0.45, 'e': 0.02534940552272493}",30,20,21.48663638257586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.45, 'e': 0.025222974835227212}",20,16,8.287428867996708,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.45, 'e': 0.025097174723414068}",20,7,20.38864733599039,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.45, 'e': 0.024972002042276155}",30,14,19.74000825198229,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.45, 'e': 0.024847453662489916}",20,4,31.245971451993405,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.45, 'e': 0.024723526470339388}",25,15,8.085799147178149,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.45, 'e': 0.024600217367638302}",30,18,25.39774390700737,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.45, 'e': 0.02447752327165267}",25,11,22.815856607405568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.45, 'e': 0.024355441115023704}",30,16,3.762324098936275,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
745,False,"{'a': 0.45, 'e': 0.024233967845691113}",20,14,12.301385531135702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.45, 'e': 0.024113100426816865}",30,19,16.459232865735462,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.45, 'e': 0.023992835836709175}",25,14,20.270031062910782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.45, 'e': 0.023873171068747034}",25,18,14.737247902692415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.45, 'e': 0.023754103131304997}",25,10,31.355047886681373,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.45, 'e': 0.023635629047678443}",20,12,14.982432546534817,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.45, 'e': 0.023517745856009107}",20,12,16.963169101795447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.45, 'e': 0.023400450609211056}",20,6,28.365173950607286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.45, 'e': 0.023283740374897}",35,23,10.745416091387005,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.45, 'e': 0.02316761223530502}",20,13,12.026263188167869,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.45, 'e': 0.02305206328722557}",25,17,15.900086371870431,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.45, 'e': 0.02293709064192893}",20,0,32.16701504380949,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
757,False,"{'a': 0.45, 'e': 0.02282269142509297}",25,14,14.529451560600542,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.45, 'e': 0.022708862776731332}",25,7,35.88768566584245,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.45, 'e': 0.022595601851121864}",35,18,37.6906844807188,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.45, 'e': 0.02248290581673553}",20,12,15.271770684711292,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.45, 'e': 0.02237077185616559}",20,7,23.972855721146853,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.45, 'e': 0.02225919716605721}",20,5,29.245810884396768,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.45, 'e': 0.022148178957037315}",20,11,16.56123588114134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.45, 'e': 0.022037714453644896}",30,16,27.068898805746787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.45, 'e': 0.02192780089426161}",20,14,12.043947573341644,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.45, 'e': 0.021818435531042762}",20,15,8.696390439573715,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.45, 'e': 0.02170961562984857}",20,3,15.926557409786842,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
768,False,"{'a': 0.45, 'e': 0.021601338470175833}",25,8,30.21222808653414,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.45, 'e': 0.021493601345089923}",30,19,22.53307069569832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.45, 'e': 0.02138640156115709}",25,15,20.697282601465435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.45, 'e': 0.02127973643837717}",25,14,20.107905187990845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.45, 'e': 0.02117360331011653}",20,11,20.37514155841115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.45, 'e': 0.021067999523041434}",20,15,10.18893099539262,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.45, 'e': 0.0209629224370517}",20,16,7.4734183837169885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.45, 'e': 0.020858369425214716}",25,11,25.396468328584227,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.45, 'e': 0.020754337873699742}",30,13,33.10165081442306,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.45, 'e': 0.020650825181712566}",20,6,24.526893834442806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.45, 'e': 0.02054782876143049}",30,10,23.752890796431704,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.45, 'e': 0.020445346037937653}",20,11,18.424027145912184,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.45, 'e': 0.020343374449160633}",25,17,15.417224494346057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.45, 'e': 0.02024191144580439}",20,9,20.144448658039643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.45, 'e': 0.02014095449128855}",25,16,16.715930901102233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.45, 'e': 0.020040501061684014}",20,7,24.77436133596135,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.45, 'e': 0.019940548645649796}",20,5,20.900962436384216,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.45, 'e': 0.019841094744370288}",20,9,20.989321374050483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.45, 'e': 0.019742136871492774}",20,14,10.886282367854182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.45, 'e': 0.019643672553065292}",20,10,-22.791004420974105,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
788,False,"{'a': 0.45, 'e': 0.019545699327474745}",25,17,14.349511271683886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.45, 'e': 0.01944821474538539}",30,12,36.86874904633682,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.45, 'e': 0.01935121636967759}",25,10,27.45064301702155,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.45, 'e': 0.01925470177538692}",25,19,10.234137485577788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.45, 'e': 0.019158668549643484}",20,15,1.7494438864866437,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.45, 'e': 0.019063114291611637}",20,0,24.012337945329566,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
794,False,"{'a': 0.45, 'e': 0.01896803661242994}",25,13,15.84858539890702,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.45, 'e': 0.018873433135151486}",20,13,0.9141085224783272,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
796,False,"{'a': 0.45, 'e': 0.0187793014946844}",30,12,37.91074229518484,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.45, 'e': 0.018685639337732773}",20,6,20.370637010544566,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.45, 'e': 0.018592444322737798}",20,16,6.987980004042464,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.45, 'e': 0.018499714119819242}",25,19,10.611110194810932,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.45, 'e': 0.018407446410717215}",35,21,28.70138777038506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.45, 'e': 0.01831563888873418}",25,12,26.074851495853252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.45, 'e': 0.018224289258677303}",20,12,11.291881710718346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.45, 'e': 0.018133395236801075}",35,27,10.226036769749323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.45, 'e': 0.018042954550750216}",25,9,29.346605948773227,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.45, 'e': 0.01795296493950285}",20,10,19.025900047234174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.45, 'e': 0.017863424153314034}",20,10,21.000302286968143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.45, 'e': 0.01777432995365944}",20,8,21.856313790394164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.45, 'e': 0.017685680113179437}",20,16,9.378645720904675,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.45, 'e': 0.017597472415623393}",25,14,24.975925063870605,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.45, 'e': 0.017509704655794274}",25,18,12.723660488479188,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.45, 'e': 0.017422374639493515}",25,18,14.791117823008165,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.45, 'e': 0.01733548018346616}",25,17,15.82274263099126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.45, 'e': 0.017249019115346265}",30,17,23.2526118638699,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.45, 'e': 0.017162989273602654}",25,14,20.670898629278298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.45, 'e': 0.017077388507484793}",30,17,23.71943890904376,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.45, 'e': 0.016992214676969066}",20,14,10.451451434221031,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.45, 'e': 0.01690746565270528}",20,10,15.670276626323055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.45, 'e': 0.016823139315963402}",20,10,16.984123441143065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.45, 'e': 0.016739233558580632}",25,15,16.217003657399125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.45, 'e': 0.016655746282908664}",25,11,26.39393916261432,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.45, 'e': 0.016572675401761255}",25,5,37.55915711553548,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.45, 'e': 0.016490018838362035}",20,11,17.42096581747731,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.45, 'e': 0.016407774526292645}",30,22,13.589347385909129,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.45, 'e': 0.016325940409440985}",20,9,22.2991198999045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.45, 'e': 0.01624451444194987}",25,16,17.66071638590542,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.45, 'e': 0.016163494588165874}",25,18,11.03165434951367,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.45, 'e': 0.016082878822588433}",25,15,17.438927151509574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.45, 'e': 0.016002665129819207}",25,15,19.131028911999035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.45, 'e': 0.015922851504511698}",25,13,23.083369408511548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.45, 'e': 0.0158434359513211}",20,9,19.556639591466983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.45, 'e': 0.015764416484854486}",20,14,8.324386878788836,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.45, 'e': 0.015685791129621054}",20,2,6.401935398316917,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
833,False,"{'a': 0.45, 'e': 0.01560755791998283}",25,15,21.742855885989854,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.45, 'e': 0.015529714900105502}",25,15,20.129436834070706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.45, 'e': 0.015452260123909515}",30,18,22.731100725038537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.45, 'e': 0.015375191655021433}",30,20,20.40132046652863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.45, 'e': 0.015298507566725518}",30,13,31.40500906092955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.45, 'e': 0.015222205941915557}",25,11,17.717301444357922,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.45, 'e': 0.01514628487304698}",30,12,35.589030059636634,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.45, 'e': 0.015070742462089098}",25,16,15.576169905162237,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.45, 'e': 0.014995576820477703}",25,15,18.152700562438582,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.45, 'e': 0.014920786069067842}",30,23,13.270906681776799,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.45, 'e': 0.014846368338086832}",25,20,10.552306794717978,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.45, 'e': 0.014772321767087523}",25,17,13.058391188348057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.45, 'e': 0.014698644504901784}",30,22,15.225065864717898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.45, 'e': 0.014625334709594222}",25,15,18.692944728412755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.45, 'e': 0.014552390548416123}",30,8,38.38993375292433,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.45, 'e': 0.014479810197759686}",30,16,29.930686266720716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.45, 'e': 0.01440759184311235}",20,5,25.091680407746292,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.45, 'e': 0.01433573367901149}",30,16,26.63750081126808,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.45, 'e': 0.014264233908999256}",20,14,11.949209758977325,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.45, 'e': 0.014193090745577676}",25,17,14.615612223318626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.45, 'e': 0.014122302410163962}",20,16,8.314459580583925,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.45, 'e': 0.014051867133046037}",25,17,14.246026794548266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.45, 'e': 0.013981783153338296}",25,8,31.294010779848282,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.45, 'e': 0.01391204871893762}",30,20,21.45524204336589,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.45, 'e': 0.013842662086479501}",25,18,11.73847673924587,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.45, 'e': 0.013773621521294518}",20,14,10.478166861959702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.45, 'e': 0.013704925297364945}",20,14,13.914525495350798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.45, 'e': 0.013636571697281604}",25,7,33.00979069533388,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.45, 'e': 0.013568559012200934}",20,13,13.077825583716017,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.45, 'e': 0.013500885541802265}",25,17,14.991070951853612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.45, 'e': 0.013433549594245302}",20,16,8.047895157788432,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.45, 'e': 0.01336654948612787}",20,6,25.29639782394419,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.45, 'e': 0.013299883542443767}",20,9,22.78000903263843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.45, 'e': 0.013233550096540928}",25,17,13.268170652403219,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.45, 'e': 0.013167547490079751}",20,16,8.547684339061613,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.45, 'e': 0.013101874072991637}",20,8,22.8510634585332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.45, 'e': 0.013036528203437736}",35,23,25.242714763185862,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.45, 'e': 0.012971508247767908}",20,9,21.23398669854918,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.45, 'e': 0.012906812580479862}",25,20,11.216209752425167,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.45, 'e': 0.01284243958417857}",30,18,27.33853783462108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.45, 'e': 0.01277838764953576}",30,19,22.374578858695763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.45, 'e': 0.012714655175249731}",25,14,17.819456326194942,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.45, 'e': 0.012651240568005305}",20,12,12.222549336952314,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.45, 'e': 0.012588142242433998}",25,17,14.733542796562435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.45, 'e': 0.012525358621074385}",25,11,15.893172603325164,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
878,False,"{'a': 0.45, 'e': 0.012462888134332661}",30,16,25.64623922997863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.45, 'e': 0.012400729220443406}",20,7,18.60426387211674,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.45, 'e': 0.012338880325430523}",20,11,17.890810742016395,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.45, 'e': 0.012277339903068436}",20,15,8.667923635462907,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.45, 'e': 0.012216106414843372}",25,7,28.924258162396452,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.45, 'e': 0.012155178329914935}",25,15,20.323261886109748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.45, 'e': 0.012094554125077829}",25,13,18.537394956193296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.45, 'e': 0.012034232284723775}",25,19,3.9782221260919663,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.45, 'e': 0.011974211300803622}",25,17,15.908458547986761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.45, 'e': 0.011914489672789647}",20,15,11.04476795009053,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.45, 'e': 0.011855065907638027}",20,3,26.59098337408743,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.45, 'e': 0.011795938519751562}",20,12,16.588472416495268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.45, 'e': 0.011737106030942461}",20,6,23.915680610243935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.45, 'e': 0.011678566970395442}",25,8,35.80606598131633,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.45, 'e': 0.011620319874630945}",20,3,31.016647004420378,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.45, 'e': 0.011562363287468536}",20,7,23.978810600918937,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.45, 'e': 0.011504695759990522}",30,16,14.623979573702073,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.45, 'e': 0.01144731585050571}",30,9,35.68502055319059,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.45, 'e': 0.011390222124513367}",20,16,7.918445562978782,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.45, 'e': 0.011333413154667387}",30,18,24.565036760892742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.45, 'e': 0.011276887520740558}",20,8,20.33607253540179,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.45, 'e': 0.011220643809589084}",25,18,15.294842907156529,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.45, 'e': 0.011164680615117259}",25,15,18.83703311731148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.45, 'e': 0.011108996538242306}",30,6,42.70877676412342,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.45, 'e': 0.011053590186859403}",25,17,14.269467878554718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.45, 'e': 0.010998460175806881}",20,10,18.34148951388145,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.45, 'e': 0.01094360512683159}",20,12,17.878760082189032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.45, 'e': 0.01088902366855444}",20,12,14.961101173788887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.45, 'e': 0.010834714436436152}",20,10,17.725013635424137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.45, 'e': 0.010780676072743084}",25,17,15.915216055475181,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.45, 'e': 0.010726907226513326}",20,8,22.679670495045713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.45, 'e': 0.010673406553522925}",25,10,29.030974653676594,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.45, 'e': 0.01062017271625227}",25,16,12.82483842381172,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
