trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.45, 'e': 1.0}",25,0,-187.89102501172044,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
2,False,"{'a': 0.45, 'e': 0.9950124791926823}",20,0,-78.06533323843537,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
3,False,"{'a': 0.45, 'e': 0.9900498337491681}",30,0,-105.5896049410726,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
4,False,"{'a': 0.45, 'e': 0.9851119396030626}",20,0,-26.783155190117235,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
5,False,"{'a': 0.45, 'e': 0.9801986733067553}",20,0,-47.12244855677498,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
6,False,"{'a': 0.45, 'e': 0.9753099120283326}",25,0,-67.70853849251218,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
7,False,"{'a': 0.45, 'e': 0.9704455335485082}",20,0,-85.63200813292595,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
8,False,"{'a': 0.45, 'e': 0.9656054162575665}",20,0,-72.11148200223747,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
9,False,"{'a': 0.45, 'e': 0.9607894391523232}",20,0,-140.77872954646506,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
10,False,"{'a': 0.45, 'e': 0.9559974818331}",20,0,-81.8260158457911,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
11,False,"{'a': 0.45, 'e': 0.951229424500714}",25,0,-179.39886519874796,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
12,False,"{'a': 0.45, 'e': 0.9464851479534838}",25,0,-103.96393541518124,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
13,False,"{'a': 0.45, 'e': 0.9417645335842487}",20,5,2.615631325129706,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
14,False,"{'a': 0.45, 'e': 0.9370674633774034}",20,0,-45.45431304421179,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
15,False,"{'a': 0.45, 'e': 0.9323938199059483}",20,3,-140.26021360369205,"{0: 6, 1: 2, 2: 6, 3: 2, 4: 1}",1
16,False,"{'a': 0.45, 'e': 0.9277434863285529}",30,0,-131.9775414739022,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
17,False,"{'a': 0.45, 'e': 0.9231163463866358}",20,6,-62.45787509207201,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
18,False,"{'a': 0.45, 'e': 0.9185122844014574}",20,0,-83.43341864325888,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
19,False,"{'a': 0.45, 'e': 0.9139311852712282}",20,0,-34.10733850532454,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
20,False,"{'a': 0.45, 'e': 0.9093729344682314}",20,0,-146.7949440051793,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
21,False,"{'a': 0.45, 'e': 0.9048374180359595}",20,0,-121.26164975182371,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
22,False,"{'a': 0.45, 'e': 0.9003245225862656}",20,0,-92.36575391881094,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
23,False,"{'a': 0.45, 'e': 0.8958341352965282}",35,19,-40.562540002715046,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
24,False,"{'a': 0.45, 'e': 0.8913661439068313}",20,0,-93.41594023875874,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
25,False,"{'a': 0.45, 'e': 0.8869204367171575}",25,11,-60.8785018090215,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
26,False,"{'a': 0.45, 'e': 0.8824969025845955}",20,0,-104.31185518720241,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
27,False,"{'a': 0.45, 'e': 0.8780954309205613}",20,0,-126.58966641556049,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
28,False,"{'a': 0.45, 'e': 0.8737159116880344}",20,9,-10.31148891782594,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
29,False,"{'a': 0.45, 'e': 0.8693582353988059}",20,0,-76.9475941790325,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
30,False,"{'a': 0.45, 'e': 0.8650222931107413}",25,0,-68.94692494741736,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
31,False,"{'a': 0.45, 'e': 0.8607079764250578}",20,3,-72.88228412321978,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 1}",1
32,False,"{'a': 0.45, 'e': 0.8564151774836135}",20,0,-53.10470055035738,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
33,False,"{'a': 0.45, 'e': 0.8521437889662113}",20,11,-52.45798938484746,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
34,False,"{'a': 0.45, 'e': 0.8478937040879159}",25,8,-47.36905575971859,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
35,False,"{'a': 0.45, 'e': 0.8436648165963837}",20,0,-67.86458432688487,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
36,False,"{'a': 0.45, 'e': 0.8394570207692074}",25,2,-106.88022503930247,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 2}",1
37,False,"{'a': 0.45, 'e': 0.835270211411272}",25,0,-20.416085527082913,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
38,False,"{'a': 0.45, 'e': 0.8311042838521256}",30,2,-117.2277848892364,"{0: 16, 1: 5, 2: 5, 3: 1, 4: 1}",1
39,False,"{'a': 0.45, 'e': 0.8269591339433623}",30,18,2.257254438694357,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
40,False,"{'a': 0.45, 'e': 0.8228346580560184}",20,0,-121.81108497098599,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",1
41,False,"{'a': 0.45, 'e': 0.8187307530779818}",20,0,-71.86156965635733,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
42,False,"{'a': 0.45, 'e': 0.8146473164114145}",20,0,-95.54352304600883,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
43,False,"{'a': 0.45, 'e': 0.8105842459701871}",20,0,-84.73066650812764,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
44,False,"{'a': 0.45, 'e': 0.8065414401773269}",30,0,-219.99701881415086,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 4}",0
45,False,"{'a': 0.45, 'e': 0.8025187979624785}",20,0,-68.67226546547192,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
46,False,"{'a': 0.45, 'e': 0.7985162187593771}",30,0,-76.24709702439908,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
47,False,"{'a': 0.45, 'e': 0.794533602503334}",25,0,-139.26404383422897,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
48,False,"{'a': 0.45, 'e': 0.7905708496287356}",25,9,-51.98767842816979,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
49,False,"{'a': 0.45, 'e': 0.7866278610665535}",20,0,-88.55747626800239,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
50,False,"{'a': 0.45, 'e': 0.7827045382418681}",25,0,-125.20550498112817,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
51,False,"{'a': 0.45, 'e': 0.7788007830714049}",35,0,-214.82559464855694,"{0: 21, 1: 4, 2: 6, 3: 0, 4: 4}",0
52,False,"{'a': 0.45, 'e': 0.774916497961081}",30,0,-8.314081381126448,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
53,False,"{'a': 0.45, 'e': 0.7710515858035663}",35,16,-37.232423957912815,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
54,False,"{'a': 0.45, 'e': 0.7672059499758557}",20,0,-55.03319215063342,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
55,False,"{'a': 0.45, 'e': 0.7633794943368531}",20,4,12.902993166398756,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.45, 'e': 0.7595721232249685}",25,0,-57.26215132267838,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
57,False,"{'a': 0.45, 'e': 0.7557837414557255}",30,0,-179.81946127536222,"{0: 19, 1: 0, 2: 8, 3: 0, 4: 3}",0
58,False,"{'a': 0.45, 'e': 0.7520142543193826}",20,6,-53.26535426329353,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
59,False,"{'a': 0.45, 'e': 0.7482635675785653}",30,1,-55.50641509535348,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 0}",1
60,False,"{'a': 0.45, 'e': 0.7445315874659094}",25,0,-109.95357870302648,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
61,False,"{'a': 0.45, 'e': 0.7408182206817179}",30,0,-69.8820731697739,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
62,False,"{'a': 0.45, 'e': 0.7371233743916278}",20,0,-112.0607283020247,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
63,False,"{'a': 0.45, 'e': 0.7334469562242892}",30,18,-40.263916318747775,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
64,False,"{'a': 0.45, 'e': 0.7297888742690568}",25,3,-17.909646780905017,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
65,False,"{'a': 0.45, 'e': 0.7261490370736909}",25,6,-135.01622424294692,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 3}",1
66,False,"{'a': 0.45, 'e': 0.7225273536420722}",20,0,-52.814474455058935,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
67,False,"{'a': 0.45, 'e': 0.7189237334319262}",30,17,9.318400589281431,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.45, 'e': 0.7153380863525599}",20,4,-54.32782023326456,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
69,False,"{'a': 0.45, 'e': 0.7117703227626097}",25,0,-113.64068710528508,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
70,False,"{'a': 0.45, 'e': 0.7082203534678}",35,0,-126.77743212877981,"{0: 27, 1: 2, 2: 3, 3: 0, 4: 3}",0
71,False,"{'a': 0.45, 'e': 0.7046880897187134}",25,9,-71.65798718929902,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
72,False,"{'a': 0.45, 'e': 0.7011734432085724}",25,0,-73.47153847860629,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
73,False,"{'a': 0.45, 'e': 0.697676326071031}",20,0,-31.971779022099305,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
74,False,"{'a': 0.45, 'e': 0.6941966508779789}",25,16,-11.37097614629915,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
75,False,"{'a': 0.45, 'e': 0.6907343306373547}",30,0,-173.6742763451187,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
76,False,"{'a': 0.45, 'e': 0.6872892787909722}",20,4,-0.9144477431174951,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.45, 'e': 0.6838614092123558}",20,0,-102.67465177918957,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
78,False,"{'a': 0.45, 'e': 0.6804506362045877}",20,0,-30.507137505504012,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
79,False,"{'a': 0.45, 'e': 0.6770568744981647}",20,0,-78.99412106754073,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
80,False,"{'a': 0.45, 'e': 0.6736800392488677}",20,10,-42.049169746787015,"{0: 4, 1: 2, 2: 4, 3: 0, 4: 0}",1
81,False,"{'a': 0.45, 'e': 0.6703200460356393}",25,0,-129.1002413809518,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
82,False,"{'a': 0.45, 'e': 0.6669768108584744}",20,0,-53.045758877736276,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
83,False,"{'a': 0.45, 'e': 0.6636502501363194}",20,0,-98.93335477363985,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
84,False,"{'a': 0.45, 'e': 0.6603402807049829}",30,0,-15.366351269541374,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
85,False,"{'a': 0.45, 'e': 0.6570468198150567}",20,14,10.161342400957343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.45, 'e': 0.6537697851298473}",20,0,-64.43292744219441,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
87,False,"{'a': 0.45, 'e': 0.6505090947233165}",25,9,-26.666436153074574,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
88,False,"{'a': 0.45, 'e': 0.6472646670780347}",20,12,2.8528620148962034,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.45, 'e': 0.6440364210831414}",30,12,-8.047477326154006,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.45, 'e': 0.6408242760323187}",20,0,-61.89882233434479,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
91,False,"{'a': 0.45, 'e': 0.6376281516217733}",20,4,-41.10613201872243,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
92,False,"{'a': 0.45, 'e': 0.6344479679482282}",30,0,-45.877432363325354,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
93,False,"{'a': 0.45, 'e': 0.631283645506926}",20,16,6.0167819971776995,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.45, 'e': 0.6281351051896408}",20,6,-60.96475022736074,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
95,False,"{'a': 0.45, 'e': 0.6250022682827008}",35,12,-74.99825756659264,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 1}",1
96,False,"{'a': 0.45, 'e': 0.62188505646502}",25,0,-33.73287108081494,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
97,False,"{'a': 0.45, 'e': 0.6187833918061408}",25,0,-179.1511849393927,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
98,False,"{'a': 0.45, 'e': 0.6156971967642851}",20,0,-124.97963099553608,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",0
99,False,"{'a': 0.45, 'e': 0.6126263941844161}",25,13,-43.46052827784548,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
100,False,"{'a': 0.45, 'e': 0.6095709072963093}",20,0,-46.073528176724345,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
101,False,"{'a': 0.45, 'e': 0.6065306597126334}",20,6,-50.19779847741846,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
102,False,"{'a': 0.45, 'e': 0.6035055754270405}",25,0,-22.04840105295971,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
103,False,"{'a': 0.45, 'e': 0.6004955788122659}",20,0,-29.71098627756461,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
104,False,"{'a': 0.45, 'e': 0.5975005946182375}",20,0,-64.99258698914183,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
105,False,"{'a': 0.45, 'e': 0.5945205479701944}",30,10,-63.09009436434325,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
106,False,"{'a': 0.45, 'e': 0.5915553643668151}",20,0,-0.07461174105538271,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
107,False,"{'a': 0.45, 'e': 0.5886049696783552}",30,8,0.7816104354393449,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
108,False,"{'a': 0.45, 'e': 0.5856692901447937}",35,0,-152.05912436803516,"{0: 24, 1: 3, 2: 5, 3: 0, 4: 3}",0
109,False,"{'a': 0.45, 'e': 0.5827482523739896}",30,6,-37.69467910186978,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
110,False,"{'a': 0.45, 'e': 0.5798417833398464}",25,7,-14.980877543265951,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
111,False,"{'a': 0.45, 'e': 0.5769498103804866}",20,11,-2.4899895510853023,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.45, 'e': 0.574072261196436}",25,0,-16.304932218007757,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
113,False,"{'a': 0.45, 'e': 0.5712090638488149}",25,12,-4.182899999684745,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.45, 'e': 0.5683601467575404}",30,4,-37.63232656665796,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 1}",1
115,False,"{'a': 0.45, 'e': 0.5655254386995371}",20,9,-13.186110626527546,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
116,False,"{'a': 0.45, 'e': 0.5627048688069557}",20,15,-2.3677485990798326,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.45, 'e': 0.559898366565402}",20,10,-17.738316895545267,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
118,False,"{'a': 0.45, 'e': 0.5571058618121739}",25,0,-78.25194468583184,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
119,False,"{'a': 0.45, 'e': 0.5543272847345071}",30,0,-90.94127228789017,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
120,False,"{'a': 0.45, 'e': 0.5515625658678298}",25,17,3.8381635320388434,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.45, 'e': 0.5488116360940265}",20,0,-61.732201901421966,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
122,False,"{'a': 0.45, 'e': 0.5460744266397094}",35,21,9.658191336933106,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.45, 'e': 0.5433508690744998}",20,0,2.300333409345866,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
124,False,"{'a': 0.45, 'e': 0.5406408953093166}",30,9,-120.08575569412542,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 2}",1
125,False,"{'a': 0.45, 'e': 0.5379444375946745}",30,17,-13.045411385533159,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
126,False,"{'a': 0.45, 'e': 0.5352614285189903}",25,15,-44.43328613606888,"{0: 5, 1: 2, 2: 2, 3: 1, 4: 0}",1
127,False,"{'a': 0.45, 'e': 0.5325918010068972}",20,2,-88.08240910474811,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
128,False,"{'a': 0.45, 'e': 0.5299354883175685}",20,14,13.214802649989286,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.45, 'e': 0.5272924240430485}",20,8,-45.815106506279406,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
130,False,"{'a': 0.45, 'e': 0.5246625421065929}",30,8,-24.707628281173438,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
131,False,"{'a': 0.45, 'e': 0.522045776761016}",25,1,-61.75053306542923,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 1}",1
132,False,"{'a': 0.45, 'e': 0.5194420625870482}",30,16,-10.349078384157774,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
133,False,"{'a': 0.45, 'e': 0.5168513344916992}",20,16,4.7496606341141785,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.45, 'e': 0.5142735277066319}",25,0,-55.372360807592145,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
135,False,"{'a': 0.45, 'e': 0.5117085777865424}",20,0,-32.13308869298228,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
136,False,"{'a': 0.45, 'e': 0.5091564206075492}",20,12,13.31636395707869,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.45, 'e': 0.5066169923655895}",20,5,-48.2815417050243,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
138,False,"{'a': 0.45, 'e': 0.5040902295748255}",20,0,10.547225323381607,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
139,False,"{'a': 0.45, 'e': 0.5015760690660555}",25,11,0.46112921708705445,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.45, 'e': 0.49907444798513595}",20,4,11.134903660356217,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.45, 'e': 0.49658530379140947}",25,6,-33.41406085194069,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
142,False,"{'a': 0.45, 'e': 0.4941085742561417}",20,9,11.10541381954581,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.45, 'e': 0.4916441974609651}",30,4,-51.72525236427765,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 1}",1
144,False,"{'a': 0.45, 'e': 0.48919211179633154}",25,0,-156.83198295494105,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
145,False,"{'a': 0.45, 'e': 0.4867522559599717}",25,10,-27.822631826149305,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
146,False,"{'a': 0.45, 'e': 0.48432456895536247}",20,8,14.055705636615045,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.45, 'e': 0.48190899009020244}",20,8,-52.874361874547915,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
148,False,"{'a': 0.45, 'e': 0.4795054589748941}",30,10,-51.479094752544206,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",1
149,False,"{'a': 0.45, 'e': 0.4771139155210344}",20,0,-24.475153232564566,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
150,False,"{'a': 0.45, 'e': 0.4747342999399124}",20,14,-3.3324358369072,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.45, 'e': 0.4723665527410147}",30,0,-72.39650312994038,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
152,False,"{'a': 0.45, 'e': 0.47001061473053796}",20,8,-29.923457246715316,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
153,False,"{'a': 0.45, 'e': 0.46766642700990924}",30,8,-47.32736259229403,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",1
154,False,"{'a': 0.45, 'e': 0.4653339309743134}",20,8,-4.946172556470313,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.45, 'e': 0.46301306831122807}",25,13,-31.878560530678318,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
156,False,"{'a': 0.45, 'e': 0.4607037809989658}",25,14,-6.701900748321639,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.45, 'e': 0.4584060113052235}",20,10,19.1679053022183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.45, 'e': 0.4561197017856392}",25,11,1.2287746978401461,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
159,False,"{'a': 0.45, 'e': 0.45384479528235583}",20,5,-3.311505327692606,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.45, 'e': 0.4515812349225922}",20,3,24.685440751069002,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.45, 'e': 0.44932896411722156}",30,15,-1.7631992825360974,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
162,False,"{'a': 0.45, 'e': 0.4470879265593564}",25,0,-16.21747331214013,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
163,False,"{'a': 0.45, 'e': 0.4448580662229411}",20,8,-1.379453603554689,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.45, 'e': 0.4426393273613511}",25,3,-51.239538345189395,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
165,False,"{'a': 0.45, 'e': 0.44043165450599925}",30,17,9.971279141691333,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.45, 'e': 0.4382349924649492}",20,0,-41.93092832805712,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
167,False,"{'a': 0.45, 'e': 0.43604928632153556}",25,11,-5.52845913130686,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.45, 'e': 0.4338744814329909}",25,16,3.2449260817716077,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.45, 'e': 0.43171052342907973}",20,6,-7.4561893958956045,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.45, 'e': 0.42955735821073915}",20,9,-81.88414192563275,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
171,False,"{'a': 0.45, 'e': 0.4274149319487267}",25,8,12.707630559994373,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.45, 'e': 0.42528319108227414}",20,11,13.37225343812943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.45, 'e': 0.4231620823177488}",30,5,-2.142696337056538,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
174,False,"{'a': 0.45, 'e': 0.4210515526273212}",20,7,7.3094463282834035,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.45, 'e': 0.418951549247639}",25,15,2.82652075248547,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.45, 'e': 0.4168620196785084}",35,15,-27.879147854415884,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
177,False,"{'a': 0.45, 'e': 0.4147829116815814}",25,0,-55.70028456270818,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
178,False,"{'a': 0.45, 'e': 0.4127141732790497}",25,18,13.39552232703194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.45, 'e': 0.4106557527523455}",20,0,-45.8372381608529,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
180,False,"{'a': 0.45, 'e': 0.40860759864084845}",20,3,-15.951179472333092,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
181,False,"{'a': 0.45, 'e': 0.4065696597405991}",25,14,7.744872370142993,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.45, 'e': 0.4045418851030188}",20,6,-22.854431380995553,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
183,False,"{'a': 0.45, 'e': 0.40252422403363597}",30,6,-61.75753852877001,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 1}",1
184,False,"{'a': 0.45, 'e': 0.4005166260908188}",20,3,12.961418429941187,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
